URL,Code,Severity,WCAG Level,Selector,Message,Context
https://neomwellbeing.com/products/perfect-nights-sleep-standard-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(1),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected is-nav-selected"" style=""position: absolute; left: 0px; transform: tr"
https://neomwellbeing.com/products/perfect-nights-sleep-standard-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(2),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected"" style=""position: absolute; left: 0px; transform: translateX(68px);"""
https://neomwellbeing.com/products/perfect-nights-sleep-standard-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(3),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected"" style=""position: absolute; left: 0px; transform: translateX(136px);"
https://neomwellbeing.com/products/perfect-nights-sleep-standard-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(4),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected"" style=""position: absolute; left: 0px; transform: translateX(204px);"
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,WCAG2AA.Principle4.Guideline4_1.4_1_1.F77,Critical,AA,#mini-cart,"Duplicate id attribute value ""mini-cart"" found on the web page.","<form action=""/cart"" method=""post"" class=""flex flex-col h-full"" id=""mini-cart"">                               ...</form>"
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,WCAG2AA.Principle3.Guideline3_2.3_2_2.H32.2,Critical,AA,#shopify-section-header > div:nth-child(1) > div:nth-child(1) > div:nth-child(3) > predictive-search > div:nth-child(1) > form,"This form does not contain a submit button, which creates issues for those who cannot submit the form using the keyboard. Submit buttons are INPUT elements with type attribute ""submit"" or ""image"", or BUTTON elements with type ""submit"" or omitted/invalid.","<form action=""/search"" method=""get"" role=""search"" class=""flex w-full items-center pb-2 border-b-[0.5px] border-beige lg:border-primary transition duration-300 ease-in-out focus:border-gold gap-3"">    "
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,WCAG2AA.Principle3.Guideline3_2.3_2_2.H32.2,Critical,AA,html > body > div:nth-child(5) > div:nth-child(3) > predictive-search-mobile > div:nth-child(1) > form,"This form does not contain a submit button, which creates issues for those who cannot submit the form using the keyboard. Submit buttons are INPUT elements with type attribute ""submit"" or ""image"", or BUTTON elements with type ""submit"" or omitted/invalid.","<form action=""/search"" method=""get"" role=""search"" class=""flex w-full items-center pb-3 border-b-[0.5px] border-beige lg:border-primary transition duration-300 ease-in-out focus:border-gold gap-3"">    "
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,WCAG2AA.Principle4.Guideline4_1.4_1_1.F77,Critical,AA,#quantity,"Duplicate id attribute value ""quantity"" found on the web page.","<input type=""number"" id=""quantity"" class=""border-none !w-[54px] !h-9 p-0 text-black text-center text-sm input-quantity"" name=""quantity"" min=""1"" max=""45"" x-model=""productQuantity"">"
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.InputNumber.Name,Critical,AA,#quantity,"This numberinput element does not have a name available to an accessibility API. Valid names are: label element, title , aria-label , aria-labelledby .","<input type=""number"" id=""quantity"" class=""border-none !w-[54px] !h-9 p-0 text-black text-center text-sm input-quantity"" name=""quantity"" min=""1"" max=""45"" x-model=""productQuantity"">"
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,WCAG2AA.Principle4.Guideline4_1.4_1_1.F77,Critical,AA,#quantity,"Duplicate id attribute value ""quantity"" found on the web page.","<input type=""hidden"" id=""quantity"" name=""quantity"" value=""1"" min=""1"">"
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,#shopify-section-template--25230891221375__icons_with_text_aBteLN > div > div > ul > li:nth-child(1) > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://neomwellbeing.com/blogs/wellbeing"" aria-label="""">                               ...</a>"
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,#shopify-section-template--25230891221375__icons_with_text_aBteLN > div > div > ul > li:nth-child(2) > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://neomwellbeing.com/pages/postage"" aria-label="""">                               ...</a>"
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,#shopify-section-template--25230891221375__icons_with_text_aBteLN > div > div > ul > li:nth-child(3) > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://neomwellbeing.com/pages/neom-points"" aria-label="""">                               ...</a>"
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,#shopify-section-template--25230891221375__icons_with_text_aBteLN > div > div > ul > li:nth-child(4) > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://neomwellbeing.com/pages/contact-us"" aria-label="""">                               ...</a>"
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(1),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected is-nav-selected"" style=""position: absolute; left: 0px; transform: tr"
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(2),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected"" style=""position: absolute; left: 0px; transform: translateX(68px);"""
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(3),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected"" style=""position: absolute; left: 0px; transform: translateX(136px);"
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(4),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected"" style=""position: absolute; left: 0px; transform: translateX(204px);"
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(5),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected"" style=""position: absolute; left: 0px; transform: translateX(272px);"
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,WCAG2AA.Principle4.Guideline4_1.4_1_1.F77,Critical,AA,#mini-cart,"Duplicate id attribute value ""mini-cart"" found on the web page.","<form action=""/cart"" method=""post"" class=""flex flex-col h-full"" id=""mini-cart"">                               ...</form>"
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,WCAG2AA.Principle3.Guideline3_2.3_2_2.H32.2,Critical,AA,#shopify-section-header > div:nth-child(1) > div:nth-child(1) > div:nth-child(3) > predictive-search > div:nth-child(1) > form,"This form does not contain a submit button, which creates issues for those who cannot submit the form using the keyboard. Submit buttons are INPUT elements with type attribute ""submit"" or ""image"", or BUTTON elements with type ""submit"" or omitted/invalid.","<form action=""/search"" method=""get"" role=""search"" class=""flex w-full items-center pb-2 border-b-[0.5px] border-beige lg:border-primary transition duration-300 ease-in-out focus:border-gold gap-3"">    "
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,WCAG2AA.Principle3.Guideline3_2.3_2_2.H32.2,Critical,AA,html > body > div:nth-child(5) > div:nth-child(3) > predictive-search-mobile > div:nth-child(1) > form,"This form does not contain a submit button, which creates issues for those who cannot submit the form using the keyboard. Submit buttons are INPUT elements with type attribute ""submit"" or ""image"", or BUTTON elements with type ""submit"" or omitted/invalid.","<form action=""/search"" method=""get"" role=""search"" class=""flex w-full items-center pb-3 border-b-[0.5px] border-beige lg:border-primary transition duration-300 ease-in-out focus:border-gold gap-3"">    "
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,WCAG2AA.Principle4.Guideline4_1.4_1_1.F77,Critical,AA,#quantity,"Duplicate id attribute value ""quantity"" found on the web page.","<input type=""number"" id=""quantity"" class=""border-none !w-[54px] !h-9 p-0 text-black text-center text-sm input-quantity"" name=""quantity"" min=""1"" max=""936"" x-model=""productQuantity"">"
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.InputNumber.Name,Critical,AA,#quantity,"This numberinput element does not have a name available to an accessibility API. Valid names are: label element, title , aria-label , aria-labelledby .","<input type=""number"" id=""quantity"" class=""border-none !w-[54px] !h-9 p-0 text-black text-center text-sm input-quantity"" name=""quantity"" min=""1"" max=""936"" x-model=""productQuantity"">"
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,WCAG2AA.Principle4.Guideline4_1.4_1_1.F77,Critical,AA,#quantity,"Duplicate id attribute value ""quantity"" found on the web page.","<input type=""hidden"" id=""quantity"" name=""quantity"" value=""1"" min=""1"">"
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,#shopify-section-template--25230891221375__icons_with_text_aBteLN > div > div > ul > li:nth-child(1) > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://neomwellbeing.com/blogs/wellbeing"" aria-label="""">                               ...</a>"
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,#shopify-section-template--25230891221375__icons_with_text_aBteLN > div > div > ul > li:nth-child(2) > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://neomwellbeing.com/pages/postage"" aria-label="""">                               ...</a>"
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,#shopify-section-template--25230891221375__icons_with_text_aBteLN > div > div > ul > li:nth-child(3) > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://neomwellbeing.com/pages/neom-points"" aria-label="""">                               ...</a>"
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,#shopify-section-template--25230891221375__icons_with_text_aBteLN > div > div > ul > li:nth-child(4) > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://neomwellbeing.com/pages/contact-us"" aria-label="""">                               ...</a>"
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(1),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected is-nav-selected"" style=""position: absolute; left: 0px; transform: tr"
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(2),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected"" style=""position: absolute; left: 0px; transform: translateX(68px);"""
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(3),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected"" style=""position: absolute; left: 0px; transform: translateX(136px);"
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(4),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected"" style=""position: absolute; left: 0px; transform: translateX(204px);"
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(5),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected"" style=""position: absolute; left: 0px; transform: translateX(272px);"
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,WCAG2AA.Principle4.Guideline4_1.4_1_1.F77,Critical,AA,#mini-cart,"Duplicate id attribute value ""mini-cart"" found on the web page.","<form action=""/cart"" method=""post"" class=""flex flex-col h-full"" id=""mini-cart"">                               ...</form>"
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,WCAG2AA.Principle3.Guideline3_2.3_2_2.H32.2,Critical,AA,#shopify-section-header > div:nth-child(1) > div:nth-child(1) > div:nth-child(3) > predictive-search > div:nth-child(1) > form,"This form does not contain a submit button, which creates issues for those who cannot submit the form using the keyboard. Submit buttons are INPUT elements with type attribute ""submit"" or ""image"", or BUTTON elements with type ""submit"" or omitted/invalid.","<form action=""/search"" method=""get"" role=""search"" class=""flex w-full items-center pb-2 border-b-[0.5px] border-beige lg:border-primary transition duration-300 ease-in-out focus:border-gold gap-3"">    "
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,WCAG2AA.Principle3.Guideline3_2.3_2_2.H32.2,Critical,AA,html > body > div:nth-child(5) > div:nth-child(3) > predictive-search-mobile > div:nth-child(1) > form,"This form does not contain a submit button, which creates issues for those who cannot submit the form using the keyboard. Submit buttons are INPUT elements with type attribute ""submit"" or ""image"", or BUTTON elements with type ""submit"" or omitted/invalid.","<form action=""/search"" method=""get"" role=""search"" class=""flex w-full items-center pb-3 border-b-[0.5px] border-beige lg:border-primary transition duration-300 ease-in-out focus:border-gold gap-3"">    "
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,WCAG2AA.Principle4.Guideline4_1.4_1_1.F77,Critical,AA,#quantity,"Duplicate id attribute value ""quantity"" found on the web page.","<input type=""number"" id=""quantity"" class=""border-none !w-[54px] !h-9 p-0 text-black text-center text-sm input-quantity"" name=""quantity"" min=""1"" max=""70"" x-model=""productQuantity"">"
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.InputNumber.Name,Critical,AA,#quantity,"This numberinput element does not have a name available to an accessibility API. Valid names are: label element, title , aria-label , aria-labelledby .","<input type=""number"" id=""quantity"" class=""border-none !w-[54px] !h-9 p-0 text-black text-center text-sm input-quantity"" name=""quantity"" min=""1"" max=""70"" x-model=""productQuantity"">"
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,WCAG2AA.Principle4.Guideline4_1.4_1_1.F77,Critical,AA,#quantity,"Duplicate id attribute value ""quantity"" found on the web page.","<input type=""hidden"" id=""quantity"" name=""quantity"" value=""1"" min=""1"">"
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,#shopify-section-template--25230891221375__icons_with_text_aBteLN > div > div > ul > li:nth-child(1) > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://neomwellbeing.com/blogs/wellbeing"" aria-label="""">                               ...</a>"
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,#shopify-section-template--25230891221375__icons_with_text_aBteLN > div > div > ul > li:nth-child(2) > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://neomwellbeing.com/pages/postage"" aria-label="""">                               ...</a>"
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,#shopify-section-template--25230891221375__icons_with_text_aBteLN > div > div > ul > li:nth-child(3) > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://neomwellbeing.com/pages/neom-points"" aria-label="""">                               ...</a>"
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,#shopify-section-template--25230891221375__icons_with_text_aBteLN > div > div > ul > li:nth-child(4) > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://neomwellbeing.com/pages/contact-us"" aria-label="""">                               ...</a>"
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(1),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected is-nav-selected"" style=""position: absolute; left: 0px; transform: tr"
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(2),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected"" style=""position: absolute; left: 0px; transform: translateX(68px);"""
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(3),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected"" style=""position: absolute; left: 0px; transform: translateX(136px);"
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(4),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected"" style=""position: absolute; left: 0px; transform: translateX(204px);"
https://neomwellbeing.com/products/happiness-standard-scented-candle,WCAG2AA.Principle4.Guideline4_1.4_1_1.F77,Critical,AA,#mini-cart,"Duplicate id attribute value ""mini-cart"" found on the web page.","<form action=""/cart"" method=""post"" class=""flex flex-col h-full"" id=""mini-cart"">                               ...</form>"
https://neomwellbeing.com/products/happiness-standard-scented-candle,WCAG2AA.Principle3.Guideline3_2.3_2_2.H32.2,Critical,AA,#shopify-section-header > div:nth-child(1) > div:nth-child(1) > div:nth-child(3) > predictive-search > div:nth-child(1) > form,"This form does not contain a submit button, which creates issues for those who cannot submit the form using the keyboard. Submit buttons are INPUT elements with type attribute ""submit"" or ""image"", or BUTTON elements with type ""submit"" or omitted/invalid.","<form action=""/search"" method=""get"" role=""search"" class=""flex w-full items-center pb-2 border-b-[0.5px] border-beige lg:border-primary transition duration-300 ease-in-out focus:border-gold gap-3"">    "
https://neomwellbeing.com/products/happiness-standard-scented-candle,WCAG2AA.Principle3.Guideline3_2.3_2_2.H32.2,Critical,AA,html > body > div:nth-child(5) > div:nth-child(3) > predictive-search-mobile > div:nth-child(1) > form,"This form does not contain a submit button, which creates issues for those who cannot submit the form using the keyboard. Submit buttons are INPUT elements with type attribute ""submit"" or ""image"", or BUTTON elements with type ""submit"" or omitted/invalid.","<form action=""/search"" method=""get"" role=""search"" class=""flex w-full items-center pb-3 border-b-[0.5px] border-beige lg:border-primary transition duration-300 ease-in-out focus:border-gold gap-3"">    "
https://neomwellbeing.com/products/happiness-standard-scented-candle,WCAG2AA.Principle4.Guideline4_1.4_1_1.F77,Critical,AA,#quantity,"Duplicate id attribute value ""quantity"" found on the web page.","<input type=""number"" id=""quantity"" class=""border-none !w-[54px] !h-9 p-0 text-black text-center text-sm input-quantity"" name=""quantity"" min=""1"" max=""608"" x-model=""productQuantity"">"
https://neomwellbeing.com/products/happiness-standard-scented-candle,WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.InputNumber.Name,Critical,AA,#quantity,"This numberinput element does not have a name available to an accessibility API. Valid names are: label element, title , aria-label , aria-labelledby .","<input type=""number"" id=""quantity"" class=""border-none !w-[54px] !h-9 p-0 text-black text-center text-sm input-quantity"" name=""quantity"" min=""1"" max=""608"" x-model=""productQuantity"">"
https://neomwellbeing.com/products/happiness-standard-scented-candle,WCAG2AA.Principle4.Guideline4_1.4_1_1.F77,Critical,AA,#quantity,"Duplicate id attribute value ""quantity"" found on the web page.","<input type=""hidden"" id=""quantity"" name=""quantity"" value=""1"" min=""1"">"
https://neomwellbeing.com/products/happiness-standard-scented-candle,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,#shopify-section-template--25230891221375__icons_with_text_aBteLN > div > div > ul > li:nth-child(1) > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://neomwellbeing.com/blogs/wellbeing"" aria-label="""">                               ...</a>"
https://neomwellbeing.com/products/happiness-standard-scented-candle,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,#shopify-section-template--25230891221375__icons_with_text_aBteLN > div > div > ul > li:nth-child(2) > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://neomwellbeing.com/pages/postage"" aria-label="""">                               ...</a>"
https://neomwellbeing.com/products/happiness-standard-scented-candle,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,#shopify-section-template--25230891221375__icons_with_text_aBteLN > div > div > ul > li:nth-child(3) > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://neomwellbeing.com/pages/neom-points"" aria-label="""">                               ...</a>"
https://neomwellbeing.com/products/happiness-standard-scented-candle,WCAG2AA.Principle1.Guideline1_1.1_1_1.H30.2,Critical,AA,#shopify-section-template--25230891221375__icons_with_text_aBteLN > div > div > ul > li:nth-child(4) > a,"Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","<a href=""https://neomwellbeing.com/pages/contact-us"" aria-label="""">                               ...</a>"
https://neomwellbeing.com/products/happiness-standard-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(1),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected is-nav-selected"" style=""position: absolute; left: 0px; transform: tr"
https://neomwellbeing.com/products/happiness-standard-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(2),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected"" style=""position: absolute; left: 0px; transform: translateX(68px);"""
https://neomwellbeing.com/products/happiness-standard-scented-candle,"WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4",Critical,AA,#shopify-section-template--25230891221375__product > div:nth-child(2) > div:nth-child(4) > div:nth-child(1) > div > div:nth-child(1) > div > ul > div > div > li:nth-child(3),"This element's role is ""presentation"" but contains child elements with semantic meaning.","<li role=""presentation"" class=""thumb-carousel-cell w-13 border border-beige p-1.5 h-13 flex items-center justify-center is-selected"" style=""position: absolute; left: 0px; transform: translateX(136px);"
